date,headline,sentiment_vader,sentiment_finbert,sentiment,sentiment_openai_score,KR-FinBert
2025-03-07,"`자산운용` 키우는 우리금융, 美부자 꿈꾸며 `EMP펀드` 출시 ",0,-1,-0.5,0,1
2025-03-07,"테슬라 광팬도 등 돌렸다 ""주가 곧 200달러 붕괴할 것"" ",0,0,0.0,-1,0
2025-03-06,[필동정담] NASA국장과 구로구청장 ,0,0,0.0,0,0
2025-03-06,"FT ""트럼프, 머스크와의 결별은 시간문제···곁에 두기엔 정치적 부담... ",0,-1,-0.5,-1,0
2025-03-06,"트럼프, 주가 폭락한 테슬라 시승…""머스크, 1억불 기부로 화답""(종합) ",0,-1,-0.5,-1,-1
2025-03-06,찬 바람 속 희소식 든 양극재…IRA 변동성이 '수주 릴레이' 변수로 [소부... ,0,0,0.0,0,0
2025-03-06,"""중국도 20조 넣는다""…투자확대 기대감에 로봇주 강세[핫종목] ",0,0,0.0,0,1
2025-03-06,"中 샤오펑, 플라잉카·휴머노이드 로봇 내년 출시…주가 급등 ",0,-1,-0.5,0,1
2025-03-06,[포착] 테슬라 판매사원?…모델별 가격 적힌 메모 들고 홍보하는 트럼프... ,0,0,0.0,0,0
2025-03-06,"트럼프, 머스크와 모델S 시승→구매까지…""테슬라 공격시 테러로 처벌"" ",0,-1,-0.5,0,0
2025-03-06,"이준석 ""이재명은 윤 대통령 데칼코마니"" [짤e몽땅] ",0,0,0.0,0,0
2025-03-06,"트럼프, 테슬라 타고 머스크 지원...""테슬라 공격은 테러"" ",0,-1,-0.5,0,0
2025-03-06,나스닥100 하락 속 개인 순매수 증가… 반등 기대감 작용 ,0,-1,-0.5,0,1
2025-03-06,中전기차 관세 부과에도 BYD EU서 판매 급증…테슬라는 반토막 ,0,-1,-0.5,-1,-1
2025-03-06,머스크가 6·25 참전 미군 유해 신원 확인 중단시켰다고? ,0,0,0.0,-1,-1
2025-03-06,[질문들] 테슬라향 대규모 수주?…엘앤에프 '봄날은 온다' ,0,0,0.0,1,-1
2025-03-06,"3배 테슬라 올라탄 서학개미, -76% 날벼락…""매도 못해"" 비명만 ",0,-1,-0.5,-1,-1
2025-03-06,"젝시믹스, 브랜드 창립 10주년 기념 대규모 기획전 진행 ",0,0,0.0,0,0
2025-03-06,테슬라 주가 폭락으로 190조 증발... 눈가 촉촉해져 '말잇못' 하는 일론... ,0,0,0.0,-1,-1
2025-03-06,"제네시스 'GV70' 전기차 타보니, 묵직한 '가짜 엔진음' 구현[카미경] ",0,-1,-0.5,-1,-1
2025-03-06,"코스닥...리노공업 · HPSP · 퀄리타스반도체 '껑충', 알테오젠 '뚝' ",0,-1,-0.5,0,1
2025-03-06,"루마니아 '푸틴 칭송' 극우 대선 후보 출마 금지...머스크 ""미친 짓"" ",0,0,0.0,0,0
2025-03-06,"밉상 된 테슬라, 국내 판매도 부진… 일각선 “신차 없는 탓” ",0,-1,-0.5,-1,-1
2025-03-06,'KODEX 미국서학개미 ETF' 올해 수익률 '바닥권' ,0,-1,-0.5,-1,1
2025-03-06,"돌아온 外人, 코스피 '급등'...하나금융·SK하이닉스 '껑충' ",0,-1,-0.5,0,0
2025-03-06,"트럼프의 테슬라 vs 레이건의 할리 데이비슨, 무엇이 다른가? [데스크칼... ",0,0,0.0,0,0
2025-03-06,한달동안 '-30%'....손절? 저가매수? 혼돈의 서학개미 ,0,0,0.0,-1,0
2025-03-06,"머스크와 '모델S' 시승 트럼프…""테슬라 공격시 '테러'로 처벌""(종합2보... ",0,-1,-0.5,-1,0
2025-03-06,"테슬라 유럽 판매 급감 이유, 신차 출시 위해 모델 Y 생산 중단이 주요... ",0,0,0.0,-1,-1
2025-03-06,"현대차 모셔널 테슬라·구글 뒤따른다, 자율주행 기술 '엔드투엔드'로 ... ",0,-1,-0.5,0,1
2025-03-06,"`자산운용` 키우는 우리금융, 美부자 꿈꾸며 `EMP펀드` 출시 ",0,-1,-0.5,0,1
2025-03-06,"테슬라 광팬도 등 돌렸다 ""주가 곧 200달러 붕괴할 것"" ",0,0,0.0,-1,0
2025-03-05,[필동정담] NASA국장과 구로구청장 ,0,0,0.0,0,0
2025-03-05,"FT ""트럼프, 머스크와의 결별은 시간문제···곁에 두기엔 정치적 부담... ",0,-1,-0.5,-1,0
2025-03-05,"트럼프, 주가 폭락한 테슬라 시승…""머스크, 1억불 기부로 화답""(종합) ",0,-1,-0.5,-1,-1
2025-03-05,찬 바람 속 희소식 든 양극재…IRA 변동성이 '수주 릴레이' 변수로 [소부... ,0,0,0.0,0,0
2025-03-05,"""중국도 20조 넣는다""…투자확대 기대감에 로봇주 강세[핫종목] ",0,0,0.0,0,1
2025-03-05,"中 샤오펑, 플라잉카·휴머노이드 로봇 내년 출시…주가 급등 ",0,-1,-0.5,0,1
2025-03-05,"트럼프, 머스크와 모델S 시승→구매까지…""테슬라 공격시 테러로 처벌"" ",0,-1,-0.5,0,0
2025-03-05,[포착] 테슬라 판매사원?…모델별 가격 적힌 메모 들고 홍보하는 트럼프... ,0,0,0.0,0,0
2025-03-05,"이준석 ""이재명은 윤 대통령 데칼코마니"" [짤e몽땅] ",0,0,0.0,0,0
2025-03-05,"트럼프, 테슬라 타고 머스크 지원...""테슬라 공격은 테러"" ",0,-1,-0.5,0,0
2025-03-05,나스닥100 하락 속 개인 순매수 증가… 반등 기대감 작용 ,0,-1,-0.5,0,1
2025-03-05,中전기차 관세 부과에도 BYD EU서 판매 급증…테슬라는 반토막 ,0,-1,-0.5,-1,-1
2025-03-05,머스크가 6·25 참전 미군 유해 신원 확인 중단시켰다고? ,0,0,0.0,-1,-1
2025-03-05,[질문들] 테슬라향 대규모 수주?…엘앤에프 '봄날은 온다' ,0,0,0.0,1,-1
2025-03-05,"3배 테슬라 올라탄 서학개미, -76% 날벼락…""매도 못해"" 비명만 ",0,-1,-0.5,-1,-1
2025-03-05,"젝시믹스, 브랜드 창립 10주년 기념 대규모 기획전 진행 ",0,0,0.0,0,0
2025-03-05,테슬라 주가 폭락으로 190조 증발... 눈가 촉촉해져 '말잇못' 하는 일론... ,0,0,0.0,-1,-1
2025-03-05,"제네시스 'GV70' 전기차 타보니, 묵직한 '가짜 엔진음' 구현[카미경] ",0,-1,-0.5,-1,-1
2025-03-05,"코스닥...리노공업 · HPSP · 퀄리타스반도체 '껑충', 알테오젠 '뚝' ",0,-1,-0.5,0,1
2025-03-05,"루마니아 '푸틴 칭송' 극우 대선 후보 출마 금지...머스크 ""미친 짓"" ",0,0,0.0,0,0
2025-03-05,"밉상 된 테슬라, 국내 판매도 부진… 일각선 “신차 없는 탓” ",0,-1,-0.5,-1,-1
2025-03-05,"돌아온 外人, 코스피 '급등'...하나금융·SK하이닉스 '껑충' ",0,-1,-0.5,0,0
2025-03-05,'KODEX 미국서학개미 ETF' 올해 수익률 '바닥권' ,0,-1,-0.5,-1,1
2025-03-05,"트럼프의 테슬라 vs 레이건의 할리 데이비슨, 무엇이 다른가? [데스크칼... ",0,0,0.0,0,0
2025-03-05,한달동안 '-30%'....손절? 저가매수? 혼돈의 서학개미 ,0,0,0.0,-1,0
2025-03-05,"머스크와 '모델S' 시승 트럼프…""테슬라 공격시 '테러'로 처벌""(종합2보... ",0,-1,-0.5,-1,0
2025-03-05,"테슬라 유럽 판매 급감 이유, 신차 출시 위해 모델 Y 생산 중단이 주요... ",0,0,0.0,-1,-1
2025-03-05,"`자산운용` 키우는 우리금융, 美부자 꿈꾸며 `EMP펀드` 출시 ",0,-1,-0.5,0,1
2025-03-05,"현대차 모셔널 테슬라·구글 뒤따른다, 자율주행 기술 '엔드투엔드'로 ... ",0,-1,-0.5,0,1
2025-03-05,"테슬라 광팬도 등 돌렸다 ""주가 곧 200달러 붕괴할 것"" ",0,0,0.0,-1,0
2025-03-04,[필동정담] NASA국장과 구로구청장 ,0,0,0.0,0,0
2025-03-04,"FT ""트럼프, 머스크와의 결별은 시간문제···곁에 두기엔 정치적 부담... ",0,-1,-0.5,-1,0
2025-03-04,"트럼프, 주가 폭락한 테슬라 시승…""머스크, 1억불 기부로 화답""(종합) ",0,-1,-0.5,-1,-1
2025-03-04,찬 바람 속 희소식 든 양극재…IRA 변동성이 '수주 릴레이' 변수로 [소부... ,0,0,0.0,0,0
2025-03-04,"""중국도 20조 넣는다""…투자확대 기대감에 로봇주 강세[핫종목] ",0,0,0.0,0,1
2025-03-04,"中 샤오펑, 플라잉카·휴머노이드 로봇 내년 출시…주가 급등 ",0,-1,-0.5,0,1
2025-03-04,"트럼프, 머스크와 모델S 시승→구매까지…""테슬라 공격시 테러로 처벌"" ",0,-1,-0.5,0,0
2025-03-04,[포착] 테슬라 판매사원?…모델별 가격 적힌 메모 들고 홍보하는 트럼프... ,0,0,0.0,0,0
2025-03-04,"이준석 ""이재명은 윤 대통령 데칼코마니"" [짤e몽땅] ",0,0,0.0,0,0
2025-03-04,"트럼프, 테슬라 타고 머스크 지원...""테슬라 공격은 테러"" ",0,-1,-0.5,0,0
2025-03-04,中전기차 관세 부과에도 BYD EU서 판매 급증…테슬라는 반토막 ,0,-1,-0.5,-1,-1
2025-03-04,나스닥100 하락 속 개인 순매수 증가… 반등 기대감 작용 ,0,-1,-0.5,0,1
2025-03-04,머스크가 6·25 참전 미군 유해 신원 확인 중단시켰다고? ,0,0,0.0,-1,-1
2025-03-04,[질문들] 테슬라향 대규모 수주?…엘앤에프 '봄날은 온다' ,0,0,0.0,1,-1
2025-03-04,"3배 테슬라 올라탄 서학개미, -76% 날벼락…""매도 못해"" 비명만 ",0,-1,-0.5,-1,-1
2025-03-04,"젝시믹스, 브랜드 창립 10주년 기념 대규모 기획전 진행 ",0,0,0.0,0,0
2025-03-04,테슬라 주가 폭락으로 190조 증발... 눈가 촉촉해져 '말잇못' 하는 일론... ,0,0,0.0,-1,-1
2025-03-04,"제네시스 'GV70' 전기차 타보니, 묵직한 '가짜 엔진음' 구현[카미경] ",0,-1,-0.5,-1,-1
2025-03-04,"코스닥...리노공업 · HPSP · 퀄리타스반도체 '껑충', 알테오젠 '뚝' ",0,-1,-0.5,0,1
2025-03-04,"밉상 된 테슬라, 국내 판매도 부진… 일각선 “신차 없는 탓” ",0,-1,-0.5,-1,-1
2025-03-04,"밉상 된 테슬라, 국내 판매도 부진… 일각선 “신차 없는 탓” ",0,-1,-0.5,-1,-1
2025-03-04,"돌아온 外人, 코스피 '급등'...하나금융·SK하이닉스 '껑충' ",0,-1,-0.5,0,0
2025-03-04,'KODEX 미국서학개미 ETF' 올해 수익률 '바닥권' ,0,-1,-0.5,-1,1
2025-03-04,"트럼프의 테슬라 vs 레이건의 할리 데이비슨, 무엇이 다른가? [데스크칼... ",0,0,0.0,0,0
2025-03-04,한달동안 '-30%'....손절? 저가매수? 혼돈의 서학개미 ,0,0,0.0,-1,0
2025-03-04,"머스크와 '모델S' 시승 트럼프…""테슬라 공격시 '테러'로 처벌""(종합2보... ",0,-1,-0.5,-1,0
2025-03-04,"테슬라 유럽 판매 급감 이유, 신차 출시 위해 모델 Y 생산 중단이 주요... ",0,0,0.0,-1,-1
2025-03-04,"`자산운용` 키우는 우리금융, 美부자 꿈꾸며 `EMP펀드` 출시 ",0,-1,-0.5,0,1
2025-03-04,"현대차 모셔널 테슬라·구글 뒤따른다, 자율주행 기술 '엔드투엔드'로 ... ",0,-1,-0.5,0,1
2025-03-04,"테슬라 광팬도 등 돌렸다 ""주가 곧 200달러 붕괴할 것"" ",0,0,0.0,-1,0
2025-03-03,[필동정담] NASA국장과 구로구청장 ,0,0,0.0,0,0
2025-03-03,"FT ""트럼프, 머스크와의 결별은 시간문제···곁에 두기엔 정치적 부담... ",0,-1,-0.5,-1,0
2025-03-03,"트럼프, 주가 폭락한 테슬라 시승…""머스크, 1억불 기부로 화답""(종합) ",0,-1,-0.5,-1,-1
2025-03-03,찬 바람 속 희소식 든 양극재…IRA 변동성이 '수주 릴레이' 변수로 [소부... ,0,0,0.0,0,0
2025-03-03,"""중국도 20조 넣는다""…투자확대 기대감에 로봇주 강세[핫종목] ",0,0,0.0,0,1
2025-03-03,"中 샤오펑, 플라잉카·휴머노이드 로봇 내년 출시…주가 급등 ",0,-1,-0.5,0,1
2025-03-03,"트럼프, 머스크와 모델S 시승→구매까지…""테슬라 공격시 테러로 처벌"" ",0,-1,-0.5,0,0
2025-03-03,[포착] 테슬라 판매사원?…모델별 가격 적힌 메모 들고 홍보하는 트럼프... ,0,0,0.0,-1,0
2025-03-03,"이준석 ""이재명은 윤 대통령 데칼코마니"" [짤e몽땅] ",0,0,0.0,0,0
2025-03-03,"트럼프, 테슬라 타고 머스크 지원...""테슬라 공격은 테러"" ",0,-1,-0.5,0,0
2025-03-03,中전기차 관세 부과에도 BYD EU서 판매 급증…테슬라는 반토막 ,0,-1,-0.5,-1,-1
2025-03-03,나스닥100 하락 속 개인 순매수 증가… 반등 기대감 작용 ,0,-1,-0.5,0,1
2025-03-03,머스크가 6·25 참전 미군 유해 신원 확인 중단시켰다고? ,0,0,0.0,-1,-1
2025-03-03,[질문들] 테슬라향 대규모 수주?…엘앤에프 '봄날은 온다' ,0,0,0.0,1,-1
2025-03-03,"3배 테슬라 올라탄 서학개미, -76% 날벼락…""매도 못해"" 비명만 ",0,-1,-0.5,-1,-1
2025-03-03,"젝시믹스, 브랜드 창립 10주년 기념 대규모 기획전 진행 ",0,0,0.0,0,0
2025-03-03,테슬라 주가 폭락으로 190조 증발... 눈가 촉촉해져 '말잇못' 하는 일론... ,0,0,0.0,-1,-1
2025-03-03,"제네시스 'GV70' 전기차 타보니, 묵직한 '가짜 엔진음' 구현[카미경] ",0,-1,-0.5,-1,-1
2025-03-03,"코스닥...리노공업 · HPSP · 퀄리타스반도체 '껑충', 알테오젠 '뚝' ",0,-1,-0.5,0,1
2025-03-03,"밉상 된 테슬라, 국내 판매도 부진… 일각선 “신차 없는 탓” ",0,-1,-0.5,-1,-1
2025-03-03,"루마니아 '푸틴 칭송' 극우 대선 후보 출마 금지...머스크 ""미친 짓"" ",0,0,0.0,0,0
2025-03-03,"돌아온 外人, 코스피 '급등'...하나금융·SK하이닉스 '껑충' ",0,-1,-0.5,0,0
2025-03-03,'KODEX 미국서학개미 ETF' 올해 수익률 '바닥권' ,0,-1,-0.5,-1,1
2025-03-03,"트럼프의 테슬라 vs 레이건의 할리 데이비슨, 무엇이 다른가? [데스크칼... ",0,0,0.0,0,0
2025-03-03,한달동안 '-30%'....손절? 저가매수? 혼돈의 서학개미 ,0,0,0.0,-1,0
2025-03-03,"머스크와 '모델S' 시승 트럼프…""테슬라 공격시 '테러'로 처벌""(종합2보... ",0,-1,-0.5,-1,0
2025-03-03,"테슬라 유럽 판매 급감 이유, 신차 출시 위해 모델 Y 생산 중단이 주요... ",0,0,0.0,-1,-1
2025-03-03,"`자산운용` 키우는 우리금융, 美부자 꿈꾸며 `EMP펀드` 출시 ",0,-1,-0.5,0,1
2025-03-03,"현대차 모셔널 테슬라·구글 뒤따른다, 자율주행 기술 '엔드투엔드'로 ... ",0,-1,-0.5,0,1
2025-03-03,"테슬라 광팬도 등 돌렸다 ""주가 곧 200달러 붕괴할 것"" ",0,0,0.0,-1,0
2025-03-02,[필동정담] NASA국장과 구로구청장 ,0,0,0.0,0,0
2025-03-02,"FT ""트럼프, 머스크와의 결별은 시간문제···곁에 두기엔 정치적 부담... ",0,-1,-0.5,-1,0
2025-03-02,"트럼프, 주가 폭락한 테슬라 시승…""머스크, 1억불 기부로 화답""(종합) ",0,-1,-0.5,-1,-1
2025-03-02,찬 바람 속 희소식 든 양극재…IRA 변동성이 '수주 릴레이' 변수로 [소부... ,0,0,0.0,0,0
2025-03-02,"""중국도 20조 넣는다""…투자확대 기대감에 로봇주 강세[핫종목] ",0,0,0.0,0,1
2025-03-02,"中 샤오펑, 플라잉카·휴머노이드 로봇 내년 출시…주가 급등 ",0,-1,-0.5,0,1
2025-03-02,"트럼프, 머스크와 모델S 시승→구매까지…""테슬라 공격시 테러로 처벌"" ",0,-1,-0.5,0,0
2025-03-02,[포착] 테슬라 판매사원?…모델별 가격 적힌 메모 들고 홍보하는 트럼프... ,0,0,0.0,0,0
2025-03-02,"이준석 ""이재명은 윤 대통령 데칼코마니"" [짤e몽땅] ",0,0,0.0,0,0
2025-03-02,"트럼프, 테슬라 타고 머스크 지원...""테슬라 공격은 테러"" ",0,-1,-0.5,0,0
2025-03-02,나스닥100 하락 속 개인 순매수 증가… 반등 기대감 작용 ,0,-1,-0.5,0,1
2025-03-02,中전기차 관세 부과에도 BYD EU서 판매 급증…테슬라는 반토막 ,0,-1,-0.5,-1,-1
2025-03-02,머스크가 6·25 참전 미군 유해 신원 확인 중단시켰다고? ,0,0,0.0,-1,-1
2025-03-02,[질문들] 테슬라향 대규모 수주?…엘앤에프 '봄날은 온다' ,0,0,0.0,1,-1
2025-03-02,"3배 테슬라 올라탄 서학개미, -76% 날벼락…""매도 못해"" 비명만 ",0,-1,-0.5,-1,-1
2025-03-02,"젝시믹스, 브랜드 창립 10주년 기념 대규모 기획전 진행 ",0,0,0.0,0,0
2025-03-02,테슬라 주가 폭락으로 190조 증발... 눈가 촉촉해져 '말잇못' 하는 일론... ,0,0,0.0,-1,-1
2025-03-02,"제네시스 'GV70' 전기차 타보니, 묵직한 '가짜 엔진음' 구현[카미경] ",0,-1,-0.5,-1,-1
2025-03-02,"코스닥...리노공업 · HPSP · 퀄리타스반도체 '껑충', 알테오젠 '뚝' ",0,-1,-0.5,0,1
2025-03-02,"밉상 된 테슬라, 국내 판매도 부진… 일각선 “신차 없는 탓” ",0,-1,-0.5,-1,-1
2025-03-02,"루마니아 '푸틴 칭송' 극우 대선 후보 출마 금지...머스크 ""미친 짓"" ",0,0,0.0,0,0
2025-03-02,"돌아온 外人, 코스피 '급등'...하나금융·SK하이닉스 '껑충' ",0,-1,-0.5,0,0
2025-03-02,'KODEX 미국서학개미 ETF' 올해 수익률 '바닥권' ,0,-1,-0.5,-1,1
2025-03-02,"트럼프의 테슬라 vs 레이건의 할리 데이비슨, 무엇이 다른가? [데스크칼... ",0,0,0.0,0,0
2025-03-02,한달동안 '-30%'....손절? 저가매수? 혼돈의 서학개미 ,0,0,0.0,-1,0
2025-03-02,"머스크와 '모델S' 시승 트럼프…""테슬라 공격시 '테러'로 처벌""(종합2보... ",0,-1,-0.5,-1,0
2025-03-02,"테슬라 유럽 판매 급감 이유, 신차 출시 위해 모델 Y 생산 중단이 주요... ",0,0,0.0,-1,-1
2025-03-02,"`자산운용` 키우는 우리금융, 美부자 꿈꾸며 `EMP펀드` 출시 ",0,-1,-0.5,0,1
2025-03-02,"현대차 모셔널 테슬라·구글 뒤따른다, 자율주행 기술 '엔드투엔드'로 ... ",0,-1,-0.5,-1,1
2025-03-02,"테슬라 광팬도 등 돌렸다 ""주가 곧 200달러 붕괴할 것"" ",0,0,0.0,-1,0
2025-03-01,[필동정담] NASA국장과 구로구청장 ,0,0,0.0,0,0
2025-03-01,"FT ""트럼프, 머스크와의 결별은 시간문제···곁에 두기엔 정치적 부담... ",0,-1,-0.5,-1,0
2025-03-01,"트럼프, 주가 폭락한 테슬라 시승…""머스크, 1억불 기부로 화답""(종합) ",0,-1,-0.5,-1,-1
2025-03-01,찬 바람 속 희소식 든 양극재…IRA 변동성이 '수주 릴레이' 변수로 [소부... ,0,0,0.0,0,0
2025-03-01,"""중국도 20조 넣는다""…투자확대 기대감에 로봇주 강세[핫종목] ",0,0,0.0,0,1
2025-03-01,"中 샤오펑, 플라잉카·휴머노이드 로봇 내년 출시…주가 급등 ",0,-1,-0.5,0,1
2025-03-01,"트럼프, 머스크와 모델S 시승→구매까지…""테슬라 공격시 테러로 처벌"" ",0,-1,-0.5,0,0
2025-03-01,[포착] 테슬라 판매사원?…모델별 가격 적힌 메모 들고 홍보하는 트럼프... ,0,0,0.0,0,0
2025-03-01,"이준석 ""이재명은 윤 대통령 데칼코마니"" [짤e몽땅] ",0,0,0.0,0,0
2025-03-01,"트럼프, 테슬라 타고 머스크 지원...""테슬라 공격은 테러"" ",0,-1,-0.5,0,0
2025-03-01,中전기차 관세 부과에도 BYD EU서 판매 급증…테슬라는 반토막 ,0,-1,-0.5,-1,-1
2025-03-01,나스닥100 하락 속 개인 순매수 증가… 반등 기대감 작용 ,0,-1,-0.5,0,1
2025-03-01,머스크가 6·25 참전 미군 유해 신원 확인 중단시켰다고? ,0,0,0.0,-1,-1
2025-03-01,[질문들] 테슬라향 대규모 수주?…엘앤에프 '봄날은 온다' ,0,0,0.0,1,-1
2025-03-01,"3배 테슬라 올라탄 서학개미, -76% 날벼락…""매도 못해"" 비명만 ",0,-1,-0.5,-1,-1
2025-03-01,"젝시믹스, 브랜드 창립 10주년 기념 대규모 기획전 진행 ",0,0,0.0,0,0
2025-03-01,테슬라 주가 폭락으로 190조 증발... 눈가 촉촉해져 '말잇못' 하는 일론... ,0,0,0.0,-1,-1
2025-03-01,"제네시스 'GV70' 전기차 타보니, 묵직한 '가짜 엔진음' 구현[카미경] ",0,-1,-0.5,-1,-1
2025-03-01,"코스닥...리노공업 · HPSP · 퀄리타스반도체 '껑충', 알테오젠 '뚝' ",0,-1,-0.5,0,1
2025-03-01,"밉상 된 테슬라, 국내 판매도 부진… 일각선 “신차 없는 탓” ",0,-1,-0.5,-1,-1
2025-03-01,"루마니아 '푸틴 칭송' 극우 대선 후보 출마 금지...머스크 ""미친 짓"" ",0,0,0.0,0,0
2025-03-01,'KODEX 미국서학개미 ETF' 올해 수익률 '바닥권' ,0,-1,-0.5,-1,1
2025-03-01,"돌아온 外人, 코스피 '급등'...하나금융·SK하이닉스 '껑충' ",0,-1,-0.5,0,0
2025-03-01,"트럼프의 테슬라 vs 레이건의 할리 데이비슨, 무엇이 다른가? [데스크칼... ",0,0,0.0,0,0
2025-03-01,한달동안 '-30%'....손절? 저가매수? 혼돈의 서학개미 ,0,0,0.0,-1,0
2025-03-01,"머스크와 '모델S' 시승 트럼프…""테슬라 공격시 '테러'로 처벌""(종합2보... ",0,-1,-0.5,-1,0
2025-03-01,"테슬라 유럽 판매 급감 이유, 신차 출시 위해 모델 Y 생산 중단이 주요... ",0,0,0.0,-1,-1
2025-03-01,"현대차 모셔널 테슬라·구글 뒤따른다, 자율주행 기술 '엔드투엔드'로 ... ",0,-1,-0.5,0,1
